address,bikes,category,division,latitud,longitud,sub_category
Carrer de Rosselló i Porcel 1,14,bicing,mobilidad,41.436505,2.183877,bicing
Recinte Parc de la Ciutadella nan,26,bicing,mobilidad,41.38739,2.1875,bicing
Felip II 214,7,bicing,mobilidad,41.426896,2.178511,bicing
(PK) C/ BILBAO 24,2,bicing,mobilidad,41.402448,2.204131,bicing
Mallorca 84,15,bicing,mobilidad,41.384956,2.150814,bicing
"Gran Vía, 1041/ Selva de Mar 1041",13,bicing,mobilidad,41.414758,2.201538,bicing
Carrer dels Enamorats 49,0,bicing,mobilidad,41.404027,2.181264,bicing
Marie Curie 8,8,bicing,mobilidad,41.437053,2.169644,bicing
Gallego-Arístides Maillol 2,16,bicing,mobilidad,41.378638,2.120393,bicing
Cardenal Reig 11,15,bicing,mobilidad,41.376788,2.113864,bicing
Ramon Trias Fargas 23,29,bicing,mobilidad,41.389831,2.191147,bicing
Sancho de Ávila 104,27,bicing,mobilidad,41.400503,2.192511,bicing
Ramon Trias Fargas 23,28,bicing,mobilidad,41.388988,2.192283,bicing
Ramon Trias Fargas 23,29,bicing,mobilidad,41.388988,2.192283,bicing
Joan d'Àustria 31 B,17,bicing,mobilidad,41.392272,2.192556,bicing
Passeig Marítim de la Nova Icària 83,14,bicing,mobilidad,41.391986,2.203699,bicing
Joan d'Àustria 31 B,18,bicing,mobilidad,41.392272,2.192556,bicing
Rambla Prim 256,26,bicing,mobilidad,41.425566,2.200693,bicing
Campana de la Maquinista nan,26,bicing,mobilidad,41.438886,2.199598,bicing
Viladomat 2,0,bicing,mobilidad,41.37544,2.163,bicing
Vilardell 18,21,bicing,mobilidad,41.37453,2.142356,bicing
Palència 31,17,bicing,mobilidad,41.418208,2.190374,bicing
Carrer de Maladeta 1,5,bicing,mobilidad,41.431593,2.176909,bicing
Rambla del Brasil 44,24,bicing,mobilidad,41.37836,2.129737,bicing
Passeig Marítim de la Nova Icària 83,13,bicing,mobilidad,41.391986,2.203699,bicing
"Passeig Marítim de la Barceloneta, devant del 5-7 5",26,bicing,mobilidad,41.379632,2.192662,bicing
Vilardell 18,23,bicing,mobilidad,41.37453,2.142356,bicing
Sant Ramon de Penyafort 1,19,bicing,mobilidad,41.413592,2.221153,bicing
Carrer de Cervelló 5,22,bicing,mobilidad,41.37652,2.1749,bicing
"Passeig Marítim de la Barceloneta, devant del 5-7 5",27,bicing,mobilidad,41.379632,2.192662,bicing
Ramon Trias Fargas 23,32,bicing,mobilidad,41.388988,2.192283,bicing
(PK) C/ URGELL 14,8,bicing,mobilidad,41.379563,2.16204,bicing
C/ LLULL - RBLA. PRIM 465,13,bicing,mobilidad,41.412947,2.217819,bicing
Vilardell 18,24,bicing,mobilidad,41.37453,2.142356,bicing
Rambla del Brasil 44,25,bicing,mobilidad,41.37836,2.129737,bicing
(PK) PL. GAL·LA PLACÍDIA 2,8,bicing,mobilidad,41.3989,2.153668,bicing
Sant Ramon de Penyafort 1,20,bicing,mobilidad,41.413592,2.221153,bicing
Bilbao 11,24,bicing,mobilidad,41.400533,2.206539,bicing
Rambla del Brasil 44,26,bicing,mobilidad,41.37836,2.129737,bicing
Sant Ramon de Penyafort 1,22,bicing,mobilidad,41.413592,2.221153,bicing
Sant Ramon de Penyafort 1,23,bicing,mobilidad,41.413592,2.221153,bicing
Vilardell 18,25,bicing,mobilidad,41.37453,2.142356,bicing
Sant Ramón Nonat 26,0,bicing,mobilidad,41.37674,2.116973,bicing
Carrer de Rosselló i Porcel 1,13,bicing,mobilidad,41.436505,2.183877,bicing
(PK) C/ DE JOSEP BALARÍ 2,2,bicing,mobilidad,41.401519,2.134235,bicing
(PK) PG. DE COLOM 1,3,bicing,mobilidad,41.376648,2.178745,bicing
Pg Lluís Companys 11,29,bicing,mobilidad,41.391075,2.180223,bicing
Sant Iscle 60,8,bicing,mobilidad,41.43345,2.1715,bicing
Av. Paral.lel 132,34,bicing,mobilidad,41.375073,2.161305,bicing
(PK) C/ DE VALÈNCIA 77,10,bicing,mobilidad,41.383036,2.150337,bicing
(PK) C/ DE VALÈNCIA 77,6,bicing,mobilidad,41.383036,2.150337,bicing
Comte Borrell 177,18,bicing,mobilidad,41.384075,2.153654,bicing
(PK) AV. FRANCESC CAMBÓ 10,8,bicing,mobilidad,41.385702,2.177316,bicing
Comte Borrell 177,19,bicing,mobilidad,41.384075,2.153654,bicing
Rambla Catalunya 47,16,bicing,mobilidad,41.390349,2.16424,bicing
Rambla Catalunya 47,19,bicing,mobilidad,41.390349,2.16424,bicing
(PK) RAMBLA CATALUNYA - RDA. UNIVERSITAT SN,10,bicing,mobilidad,41.388101,2.166997,bicing
Rambla Catalunya 47,20,bicing,mobilidad,41.390349,2.16424,bicing
Rambla Catalunya 47,22,bicing,mobilidad,41.390349,2.16424,bicing
Rambla Catalunya 47,24,bicing,mobilidad,41.390349,2.16424,bicing
Ramon Trias Fargas 23,31,bicing,mobilidad,41.388988,2.192283,bicing
Ramon trias Fargas 19,10,bicing,mobilidad,41.388359,2.193004,bicing
Rambla Catalunya 47,23,bicing,mobilidad,41.390349,2.16424,bicing
Rambla Catalunya 47,25,bicing,mobilidad,41.390349,2.16424,bicing
Comte Borrell 177,20,bicing,mobilidad,41.384075,2.153654,bicing
Casanovas 67,18,bicing,mobilidad,41.385467,2.158532,bicing
Ramon Trias Fargas 23,30,bicing,mobilidad,41.388988,2.192283,bicing
Sant Ramon de Penyafort 1,21,bicing,mobilidad,41.413592,2.221153,bicing
(PK) RDA. DEL GENERAL MITRE 203,3,bicing,mobilidad,41.40542,2.142456,bicing
Carrer de l'Escultor Ordóñez 55,9,bicing,mobilidad,41.433965,2.175199,bicing
Sagrera 74,19,bicing,mobilidad,41.422873,2.191204,bicing
C/ LLULL - RBLA. PRIM 465,0,bicing,mobilidad,41.412947,2.217819,bicing
Ramon Trias Fargas 23,27,bicing,mobilidad,41.388988,2.192283,bicing
(PK) RAMBLA CATALUNYA - RDA. UNIVERSITAT SN,11,bicing,mobilidad,41.388101,2.166997,bicing
(PK) C/ DE CARRERAS I CANDI 65,6,bicing,mobilidad,41.37252,2.12898,bicing
(PK) C/ DE JOSEP BALARÍ 2,6,bicing,mobilidad,41.401519,2.134235,bicing
(PK) C/ DE CARRERAS I CANDI 65,7,bicing,mobilidad,41.37252,2.12898,bicing
Rambla Catalunya 47,21,bicing,mobilidad,41.390349,2.16424,bicing
Selva de Mar 0,21,bicing,mobilidad,41.405358,2.213677,bicing
Cavallers 41,3,bicing,mobilidad,41.39065,2.111615,bicing
Sentmenat 39,22,bicing,mobilidad,41.385057,2.137331,bicing
Ramon Turro 292,24,bicing,mobilidad,41.403908,2.208436,bicing
Sentmenat 39,27,bicing,mobilidad,41.385057,2.137331,bicing
RAMBLA CATALUNYA 31,9,bicing,mobilidad,41.389481,2.165357,bicing
Comte Borrell 177,21,bicing,mobilidad,41.384075,2.153654,bicing
Josep Tarradellas 133,16,bicing,mobilidad,41.390062,2.143272,bicing
Comte Borrell 177,22,bicing,mobilidad,41.384075,2.153654,bicing
Sentmenat 39,24,bicing,mobilidad,41.385057,2.137331,bicing
Sentmenat 39,23,bicing,mobilidad,41.385057,2.137331,bicing
Comte Borrell 177,23,bicing,mobilidad,41.384075,2.153654,bicing
Comte Borrell 177,25,bicing,mobilidad,41.384075,2.153654,bicing
Comte Borrell 177,24,bicing,mobilidad,41.384075,2.153654,bicing
Sancho de Ávila 60,32,bicing,mobilidad,41.398848,2.190291,bicing
Sentmenat 39,21,bicing,mobilidad,41.385057,2.137331,bicing
Comte Borrell 177,26,bicing,mobilidad,41.384075,2.153654,bicing
Carrer de la Foneria 33,32,bicing,mobilidad,41.360654,2.139132,bicing
Sentmenat 39,20,bicing,mobilidad,41.385057,2.137331,bicing
(PK) C/ DE CARRERAS I CANDI 65,8,bicing,mobilidad,41.37252,2.12898,bicing
Pl. Catalunya 22,1,bicing,mobilidad,41.386009,2.170212,bicing
Passeig de Lluís Companys nan,2,bicing,mobilidad,41.390943,2.180251,bicing
Munné 6,13,bicing,mobilidad,41.375414,2.123191,bicing
Munné 6,14,bicing,mobilidad,41.375414,2.123191,bicing
Duran i Bas 2,4,bicing,mobilidad,41.385463,2.174252,bicing
Sant Iscle 60,7,bicing,mobilidad,41.43345,2.1715,bicing
Pujades 121,27,bicing,mobilidad,41.39925,2.197421,bicing
Sant Iscle 60,6,bicing,mobilidad,41.43345,2.1715,bicing
Ramon Albó 1,25,bicing,mobilidad,41.424451,2.177284,bicing
Comte Borrell 198,14,bicing,mobilidad,41.38551,2.152,bicing
Rambla Catalunya 47,18,bicing,mobilidad,41.390349,2.16424,bicing
Av.Paral.lel 164,21,bicing,mobilidad,41.375086,2.156848,bicing
Teodor Llorente 2,28,bicing,mobilidad,41.419337,2.180482,bicing
Ramon Albó 1,24,bicing,mobilidad,41.424451,2.177284,bicing
Teodor Llorente 2,29,bicing,mobilidad,41.419337,2.180482,bicing
Plaça de l'Estació 6,26,bicing,mobilidad,41.436163,2.192994,bicing
Comte Borrell 198,15,bicing,mobilidad,41.38551,2.152,bicing
Rambla Catalunya 47,17,bicing,mobilidad,41.390349,2.16424,bicing
Teodor Llorente 2,30,bicing,mobilidad,41.419337,2.180482,bicing
Munné 6,15,bicing,mobilidad,41.375414,2.123191,bicing
Irlanda 11,23,bicing,mobilidad,41.431183,2.185852,bicing
Seu del Districte (Nou Barris) nan,7,bicing,mobilidad,41.436373,2.170678,bicing
Pg Lluís Companys 2,0,bicing,mobilidad,41.389088,2.183568,bicing
Munné 6,16,bicing,mobilidad,41.375414,2.123191,bicing
Irlanda 11,24,bicing,mobilidad,41.431183,2.185852,bicing
Carrer de l'Escultor Ordóñez 55,8,bicing,mobilidad,41.433965,2.175199,bicing
Rambla Fabra i Puig 67,20,bicing,mobilidad,41.430092,2.184898,bicing
Pg Lluís Companys 2,1,bicing,mobilidad,41.389088,2.183568,bicing
Sagrera 74,20,bicing,mobilidad,41.422873,2.191204,bicing
Pg Lluís Companys 2,2,bicing,mobilidad,41.389088,2.183568,bicing
Carrer de l'Escultor Ordóñez 55,7,bicing,mobilidad,41.433965,2.175199,bicing
Ramon Trias Fargas 23,27,bicing,mobilidad,41.389831,2.191147,bicing
Girona 68,21,bicing,mobilidad,41.394812,2.171189,bicing
Munné 6,17,bicing,mobilidad,41.375414,2.123191,bicing
Sagrera 74,21,bicing,mobilidad,41.422873,2.191204,bicing
Ramon Trias Fargas 23,30,bicing,mobilidad,41.389831,2.191147,bicing
Concepció Arenal 281,26,bicing,mobilidad,41.432559,2.184264,bicing
Sagrera 74,22,bicing,mobilidad,41.422873,2.191204,bicing
Alts Forns 77,1,bicing,mobilidad,41.359496,2.14182,bicing
Munné 6,18,bicing,mobilidad,41.375414,2.123191,bicing
Sentmenat 39,19,bicing,mobilidad,41.385057,2.137331,bicing
Casp 67,2,bicing,mobilidad,41.393744,2.176451,bicing
(PK) PG. DE COLOM 1,1,bicing,mobilidad,41.376648,2.178745,bicing
Seu del Districte (Nou Barris) nan,6,bicing,mobilidad,41.436373,2.170678,bicing
Casp 67,0,bicing,mobilidad,41.393744,2.176451,bicing
Casp 67,1,bicing,mobilidad,41.393744,2.176451,bicing
Sagrera 74,23,bicing,mobilidad,41.422873,2.191204,bicing
Avda. Litoral 40,25,bicing,mobilidad,41.389896,2.200055,bicing
Passeig Joan de Borbó s/n,26,bicing,mobilidad,41.370297,2.187808,bicing
Carrer de Sant Hermenegild 30,16,bicing,mobilidad,41.403054,2.144549,bicing
Sentmenat 39,18,bicing,mobilidad,41.385057,2.137331,bicing
Casp 67,3,bicing,mobilidad,41.393744,2.176451,bicing
Jane Addams 26,14,bicing,mobilidad,41.362135,2.135637,bicing
Passeig Marítim de la Nova Icària 83,16,bicing,mobilidad,41.391986,2.203699,bicing
Sentmenat 39,15,bicing,mobilidad,41.385057,2.137331,bicing
Passeig Marítim de la Nova Icària 83,20,bicing,mobilidad,41.391986,2.203699,bicing
Passeig Marítim de la Nova Icària 83,27,bicing,mobilidad,41.391831,2.203436,bicing
Sentmenat 39,14,bicing,mobilidad,41.385057,2.137331,bicing
Passeig Marítim de la Nova Icària 83,23,bicing,mobilidad,41.391986,2.203699,bicing
Avda. Litoral 84,17,bicing,mobilidad,41.398027,2.208982,bicing
Passeig Marítim de la Nova Icària 83,25,bicing,mobilidad,41.391986,2.203699,bicing
Avda. Litoral 84,16,bicing,mobilidad,41.398027,2.208982,bicing
Seu del Districte (Nou Barris) nan,5,bicing,mobilidad,41.436373,2.170678,bicing
Passeig Marítim de la Nova Icària 83,26,bicing,mobilidad,41.391986,2.203699,bicing
Avda. Litoral 84,18,bicing,mobilidad,41.398027,2.208982,bicing
Alenxadre Galí 1,14,bicing,mobilidad,41.423939,2.181298,bicing
Passeig Marítim de la Barceloneta nan,13,bicing,mobilidad,41.381011,2.193502,bicing
Ramon Trias Fargas 23,28,bicing,mobilidad,41.389831,2.191147,bicing
"Gran Vía, 1041/ Selva de Mar 1041",16,bicing,mobilidad,41.414758,2.201538,bicing
Avda. Litoral 40,27,bicing,mobilidad,41.389732,2.199934,bicing
Passeig Marítim de la Nova Icària 83,27,bicing,mobilidad,41.391986,2.203699,bicing
Comte Borrell 198,16,bicing,mobilidad,41.38551,2.152,bicing
(PK) C/ CARDENAL DE SENTMENAT 8,10,bicing,mobilidad,41.397921,2.125411,bicing
Josep Tarradellas 133,17,bicing,mobilidad,41.390062,2.143272,bicing
Avda. Litoral 84,20,bicing,mobilidad,41.398027,2.208982,bicing
Avinguda Litoral 72,31,bicing,mobilidad,41.39606,2.207803,bicing
Ramon Turro 292,25,bicing,mobilidad,41.403908,2.208436,bicing
Avda. Litoral 84,23,bicing,mobilidad,41.398027,2.208982,bicing
Avda. Litoral 84,25,bicing,mobilidad,41.398027,2.208982,bicing
Passeig Marítim de la Barceloneta nan,14,bicing,mobilidad,41.381011,2.193502,bicing
Bailén 100,0,bicing,mobilidad,41.397006,2.17057,bicing
Passeig de Garcia Fària 85,14,bicing,mobilidad,41.405389,2.216212,bicing
(PK) C/ CARDENAL DE SENTMENAT 8,11,bicing,mobilidad,41.397921,2.125411,bicing
Pl. Catalunya 7,9,bicing,mobilidad,41.386439,2.169417,bicing
Josep Tarradellas 133,18,bicing,mobilidad,41.390062,2.143272,bicing
Avda. Litoral 84,24,bicing,mobilidad,41.398027,2.208982,bicing
Passeig de Garcia Fària 21,23,bicing,mobilidad,41.40061,2.210461,bicing
Avda. Litoral 84,21,bicing,mobilidad,41.398027,2.208982,bicing
Passeig de Garcia Fària 21,24,bicing,mobilidad,41.40061,2.210461,bicing
Passeig Maritim 31,19,bicing,mobilidad,41.384426,2.195595,bicing
Avda. Litoral nan,30,bicing,mobilidad,41.386814,2.195689,bicing
Passeig de Garcia Fària 21,22,bicing,mobilidad,41.40061,2.210461,bicing
Passeig Marítim de la Nova Icària 83,17,bicing,mobilidad,41.391986,2.203699,bicing
Sant Iscle 60,4,bicing,mobilidad,41.43345,2.1715,bicing
Avda. Litoral nan,31,bicing,mobilidad,41.386814,2.195689,bicing
Passeig Marítim de la Nova Icària 83,18,bicing,mobilidad,41.391986,2.203699,bicing
Passeig Marítim de la Nova Icària 83,19,bicing,mobilidad,41.391986,2.203699,bicing
Avda. Litoral 84,22,bicing,mobilidad,41.398027,2.208982,bicing
Espronceda 298,26,bicing,mobilidad,41.415684,2.190986,bicing
Alts Forns 77,2,bicing,mobilidad,41.359496,2.14182,bicing
Passeig Marítim de la Nova Icària 83,24,bicing,mobilidad,41.391986,2.203699,bicing
Av. Paral.lel 132,35,bicing,mobilidad,41.375073,2.161305,bicing
(PK) PL. GAL·LA PLACÍDIA 2,10,bicing,mobilidad,41.3989,2.153668,bicing
(PK) AV. DEL LITORAL 34,1,bicing,mobilidad,41.388966,2.19917,bicing
Passeig Marítim de la Nova Icària 83,22,bicing,mobilidad,41.391986,2.203699,bicing
Diagonal 46,23,bicing,mobilidad,41.409017,2.20881,bicing
(PK) C/ DE LES MONGES 2,8,bicing,mobilidad,41.430201,2.187974,bicing
Recinte Parc de la Ciutadella nan,20,bicing,mobilidad,41.38739,2.1875,bicing
Bac de Roda 11,21,bicing,mobilidad,41.402561,2.210538,bicing
Duran i Bas 2,0,bicing,mobilidad,41.385463,2.174252,bicing
(PK) PL. GAL·LA PLACÍDIA 2,9,bicing,mobilidad,41.3989,2.153668,bicing
Duran i Bas 2,1,bicing,mobilidad,41.385463,2.174252,bicing
"Gran Vía, 1041/ Selva de Mar 1041",17,bicing,mobilidad,41.414758,2.201538,bicing
Munné 6,19,bicing,mobilidad,41.375414,2.123191,bicing
Duran i Bas 2,2,bicing,mobilidad,41.385463,2.174252,bicing
"Passeig Marítim de la Barceloneta, devant del 5-7 5",0,bicing,mobilidad,41.379632,2.192662,bicing
Duran i Bas 2,3,bicing,mobilidad,41.385463,2.174252,bicing
Munné 6,21,bicing,mobilidad,41.375414,2.123191,bicing
(PK) PLAÇA CANONGE RODÓ SN,1,bicing,mobilidad,41.409532,2.188282,bicing
"Gran Vía, 1041/ Selva de Mar 1041",18,bicing,mobilidad,41.414758,2.201538,bicing
(PK) PL. DE FERRER I CAJIGAL nan,9,bicing,mobilidad,41.38921,2.154,bicing
Doctor Roux 86,6,bicing,mobilidad,41.399833,2.128083,bicing
Munné 6,20,bicing,mobilidad,41.375414,2.123191,bicing
"Passeig Marítim de la Barceloneta, devant del 5-7 5",1,bicing,mobilidad,41.379632,2.192662,bicing
Rocafort 214,18,bicing,mobilidad,41.385012,2.145843,bicing
Malats 98,13,bicing,mobilidad,41.436708,2.186059,bicing
Doctor Roux 86,3,bicing,mobilidad,41.399833,2.128083,bicing
Arizala 77,16,bicing,mobilidad,41.379046,2.123253,bicing
Malats 98,12,bicing,mobilidad,41.436708,2.186059,bicing
Doctor Roux 86,2,bicing,mobilidad,41.399833,2.128083,bicing
Gran Via 361,15,bicing,mobilidad,41.374152,2.148154,bicing
Cantàbria 55,23,bicing,mobilidad,41.422212,2.198316,bicing
Carrer de la Santacreu 2,24,bicing,mobilidad,41.405107,2.156874,bicing
(PK) C/ MARQUÈS DE MULHACÉN 51,4,bicing,mobilidad,41.39415,2.114973,bicing
Via Augusta 348,25,bicing,mobilidad,41.400722,2.123268,bicing
Feliu de Casanova 1,22,bicing,mobilidad,41.375366,2.129847,bicing
Feliu de Casanova 1,23,bicing,mobilidad,41.375366,2.129847,bicing
Cantàbria 55,24,bicing,mobilidad,41.422212,2.198316,bicing
Avda. Diagonal 26,1,bicing,mobilidad,41.410882,2.216703,bicing
Carrer Fulton 1,6,bicing,mobilidad,41.42968,2.16157,bicing
Carrer Fulton 1,9,bicing,mobilidad,41.42968,2.16157,bicing
Carrer de Ganduxer 29,15,bicing,mobilidad,41.39412,2.138146,bicing
Carrer del Canó 1,19,bicing,mobilidad,41.40124,2.157483,bicing
Av. Sarrià 163,23,bicing,mobilidad,41.39239,2.130945,bicing
Joan Güell 50,17,bicing,mobilidad,41.378629,2.133467,bicing
Artesa de Segre 2,21,bicing,mobilidad,41.40293,2.13427,bicing
Passeig de Garcia Fària 85,15,bicing,mobilidad,41.405389,2.216212,bicing
Vallmajor 13,11,bicing,mobilidad,41.397996,2.138717,bicing
Vallmajor 13,22,bicing,mobilidad,41.397996,2.138717,bicing
Vallmajor 13,23,bicing,mobilidad,41.397996,2.138717,bicing
Sant Adrià 113,11,bicing,mobilidad,41.43619,2.204573,bicing
Can bruixa 1,11,bicing,mobilidad,41.383756,2.131273,bicing
Can bruixa 1,15,bicing,mobilidad,41.383756,2.131273,bicing
Fernando Pessoa 72,18,bicing,mobilidad,41.445705,2.192892,bicing
República Dominicana 25,10,bicing,mobilidad,41.439949,2.197033,bicing
C. De Nil Fabra 16,23,bicing,mobilidad,41.405986,2.151633,bicing
Carrer Fulton 1,8,bicing,mobilidad,41.42968,2.16157,bicing
Cantàbria 55,25,bicing,mobilidad,41.422212,2.198316,bicing
Gran Via 361,16,bicing,mobilidad,41.374152,2.148154,bicing
Berlín 38,15,bicing,mobilidad,41.383241,2.139363,bicing
Avinguda de J.Foix 63,30,bicing,mobilidad,41.397572,2.119506,bicing
Berlín 38,14,bicing,mobilidad,41.383241,2.139363,bicing
Can bruixa 1,14,bicing,mobilidad,41.383756,2.131273,bicing
Carrer Fulton 1,7,bicing,mobilidad,41.42968,2.16157,bicing
Reus 23,18,bicing,mobilidad,41.405,2.13453,bicing
Berlín 38,13,bicing,mobilidad,41.383241,2.139363,bicing
Reus 23,21,bicing,mobilidad,41.405,2.13453,bicing
C. De Nil Fabra 16,21,bicing,mobilidad,41.405986,2.151633,bicing
República Dominicana 25,11,bicing,mobilidad,41.439949,2.197033,bicing
Joan Güell 50,16,bicing,mobilidad,41.378629,2.133467,bicing
República Dominicana 25,12,bicing,mobilidad,41.439949,2.197033,bicing
Avda. d'Eduard Maristany 1,9,bicing,mobilidad,41.411026,2.219377,bicing
Reus 23,20,bicing,mobilidad,41.405,2.13453,bicing
República Dominicana 25,14,bicing,mobilidad,41.439949,2.197033,bicing
Berlín 38,12,bicing,mobilidad,41.383241,2.139363,bicing
Carrer de l'Escultor Ordóñez 55,5,bicing,mobilidad,41.433965,2.175199,bicing
Reus 23,19,bicing,mobilidad,41.405,2.13453,bicing
Passeig de Garcia Fària 85,16,bicing,mobilidad,41.405389,2.216212,bicing
Sant Adrià 113,10,bicing,mobilidad,41.43619,2.204573,bicing
Can bruixa 1,13,bicing,mobilidad,41.383756,2.131273,bicing
Malats 98,11,bicing,mobilidad,41.436708,2.186059,bicing
Pl. Valentí Amirall nan,7,bicing,mobilidad,41.408439,2.192173,bicing
Fernando Pessoa 72,19,bicing,mobilidad,41.445705,2.192892,bicing
Can bruixa 1,10,bicing,mobilidad,41.383756,2.131273,bicing
(PK) RDA. DEL GENERAL MITRE 203,2,bicing,mobilidad,41.40542,2.142456,bicing
Cubelles 2,11,bicing,mobilidad,41.425897,2.17505,bicing
Pl. Valentí Amirall nan,4,bicing,mobilidad,41.408439,2.192173,bicing
Fernando Pessoa 72,17,bicing,mobilidad,41.445705,2.192892,bicing
Reus 23,17,bicing,mobilidad,41.405,2.13453,bicing
Passeig Marítim 19,17,bicing,mobilidad,41.381689,2.193914,bicing
Passeig Marítim 19,18,bicing,mobilidad,41.381689,2.193914,bicing
Passeig Marítim 19,19,bicing,mobilidad,41.381689,2.193914,bicing
Pl. Valentí Amirall nan,2,bicing,mobilidad,41.408439,2.192173,bicing
Sancho de Ávila 104,31,bicing,mobilidad,41.400503,2.192511,bicing
Passeig de Lluís Companys nan,0,bicing,mobilidad,41.390943,2.180251,bicing
Pl. Valentí Amirall nan,0,bicing,mobilidad,41.408439,2.192173,bicing
Sancho de Ávila 104,33,bicing,mobilidad,41.400503,2.192511,bicing
Reus 23,16,bicing,mobilidad,41.405,2.13453,bicing
(PK) PG. MARAGALL 54,4,bicing,mobilidad,41.415745,2.180684,bicing
Pl. Valentí Amirall nan,1,bicing,mobilidad,41.408439,2.192173,bicing
Arizala 77,15,bicing,mobilidad,41.379046,2.123253,bicing
Plaça dels Àngels 1,2,bicing,mobilidad,41.382822,2.167154,bicing
Cubelles 2,7,bicing,mobilidad,41.425897,2.17505,bicing
Ramon Trias Fargas 23,36,bicing,mobilidad,41.389831,2.191147,bicing
Sancho de Ávila 104,32,bicing,mobilidad,41.400503,2.192511,bicing
Sancho de Ávila 170,26,bicing,mobilidad,41.40325,2.19606,bicing
Arizala 77,14,bicing,mobilidad,41.379046,2.123253,bicing
(PK) PLAÇA URQUINAONA SN,7,bicing,mobilidad,41.389914,2.173239,bicing
Sant Iscle 60,5,bicing,mobilidad,41.43345,2.1715,bicing
(PK) PG. DE COLOM 1,8,bicing,mobilidad,41.376648,2.178745,bicing
Pg Lluís Companys 18,2,bicing,mobilidad,41.391349,2.18061,bicing
Múrcia 64,10,bicing,mobilidad,41.416828,2.191022,bicing
(PK) PL. DE FERRER I CAJIGAL nan,1,bicing,mobilidad,41.38921,2.154,bicing
Sardenya 66,17,bicing,mobilidad,41.391429,2.189312,bicing
Llacuna 86,24,bicing,mobilidad,41.402177,2.197653,bicing
Carrer Pujades 103,27,bicing,mobilidad,41.398389,2.196261,bicing
Sardenya 66,16,bicing,mobilidad,41.391429,2.189312,bicing
Arizala 77,13,bicing,mobilidad,41.379046,2.123253,bicing
(PK) PG. MARAGALL 54,3,bicing,mobilidad,41.415745,2.180684,bicing
Can bruixa 1,12,bicing,mobilidad,41.383756,2.131273,bicing
Llacuna 86,25,bicing,mobilidad,41.402177,2.197653,bicing
Múrcia 64,9,bicing,mobilidad,41.416828,2.191022,bicing
Gran de Sant Andreu 69,3,bicing,mobilidad,41.429985,2.190163,bicing
Josep Samitier nan,25,bicing,mobilidad,41.381223,2.119077,bicing
Gran de Sant Andreu 69,2,bicing,mobilidad,41.429985,2.190163,bicing
Vallmajor 13,21,bicing,mobilidad,41.397996,2.138717,bicing
Av. Del Litoral 24,26,bicing,mobilidad,41.388894,2.199334,bicing
Pl. Valentí Amirall nan,3,bicing,mobilidad,41.408439,2.192173,bicing
Múrcia 64,8,bicing,mobilidad,41.416828,2.191022,bicing
Pallars 462,23,bicing,mobilidad,41.40065,2.19719,bicing
Gran de Sant Andreu 69,1,bicing,mobilidad,41.429985,2.190163,bicing
Múrcia 64,7,bicing,mobilidad,41.416828,2.191022,bicing
Gran de Sant Andreu 69,0,bicing,mobilidad,41.429985,2.190163,bicing
Sant Adrià 113,9,bicing,mobilidad,41.43619,2.204573,bicing
Carrer Pujades 103,26,bicing,mobilidad,41.398389,2.196261,bicing
Ramon Trias Fargas 23,36,bicing,mobilidad,41.388988,2.192283,bicing
Via Barcino 121,22,bicing,mobilidad,41.448128,2.192826,bicing
(PK) PL. D'ERNEST LLUCH I MARTIN SN,7,bicing,mobilidad,41.41306,2.22123,bicing
Múrcia 64,6,bicing,mobilidad,41.416828,2.191022,bicing
Josep Samitier nan,26,bicing,mobilidad,41.381223,2.119077,bicing
Gran Via 361,18,bicing,mobilidad,41.374152,2.148154,bicing
Arizala 77,12,bicing,mobilidad,41.379046,2.123253,bicing
Gran Via 361,17,bicing,mobilidad,41.374152,2.148154,bicing
Josep Samitier nan,27,bicing,mobilidad,41.381223,2.119077,bicing
Joan Miró 2,25,bicing,mobilidad,41.389028,2.196844,bicing
RAMBLA CATALUNYA 31,16,bicing,mobilidad,41.389481,2.165357,bicing
Múrcia 64,11,bicing,mobilidad,41.416828,2.191022,bicing
Joan Miró 2,28,bicing,mobilidad,41.389028,2.196844,bicing
Joan Miró 2,26,bicing,mobilidad,41.389028,2.196844,bicing
Diagonal 231,0,bicing,mobilidad,41.402046,2.182286,bicing
Via Barcino 121,7,bicing,mobilidad,41.448128,2.192826,bicing
Joan Miró 2,27,bicing,mobilidad,41.389028,2.196844,bicing
Via Barcino 121,0,bicing,mobilidad,41.448128,2.192826,bicing
(PK) C/ DEL DR. AIGUADER 86-88,10,bicing,mobilidad,41.38582,2.194135,bicing
Pl. Valentí Amirall nan,5,bicing,mobilidad,41.408439,2.192173,bicing
Malats 98,0,bicing,mobilidad,41.436708,2.186059,bicing
Ciutat d'Asunción 73,0,bicing,mobilidad,41.443127,2.199538,bicing
Via Barcino 69,3,bicing,mobilidad,41.450634,2.192335,bicing
Ciutat d'Asunción 73,1,bicing,mobilidad,41.443127,2.199538,bicing
Ciutat d'Asunción 73,2,bicing,mobilidad,41.443127,2.199538,bicing
Doctor Roux 86,4,bicing,mobilidad,41.399833,2.128083,bicing
Diagonal 231,3,bicing,mobilidad,41.402046,2.182286,bicing
Arizala 77,11,bicing,mobilidad,41.379046,2.123253,bicing
Llacuna 86,26,bicing,mobilidad,41.402177,2.197653,bicing
Diagonal 231,4,bicing,mobilidad,41.402046,2.182286,bicing
